Data,TableID,Year,HoldingPeriod,TransactionType,AssetType,Month,Series,Value
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,March,SalesPrice,22230505.513
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,March,Basis,25101985.61
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,March,Loss,2869673.824
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,April,NumberOfTransactions,1787.7190822
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,April,SalesPrice,16770755.513
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,April,Basis,15965142.521
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,April,Gain,2007422.877
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,April,NumberOfTransactions,2001.2911117
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,April,SalesPrice,17578849.954
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,April,Basis,19670270.383
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,April,Loss,2083530.989
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,May,NumberOfTransactions,1421.4923512
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,May,SalesPrice,13502857.284
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,May,Basis,12388610.024
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,May,Gain,1404828.2379
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,May,NumberOfTransactions,1250.3270804
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,May,SalesPrice,9704232.0863
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,May,Basis,11015175.153
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,May,Loss,1304117.312
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,June,NumberOfTransactions,1615.3613536
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,June,SalesPrice,80842216.855
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,June,Basis,80808615.968
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,June,Gain,3212126.2159
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,June,NumberOfTransactions,2196.2954936
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,June,SalesPrice,200193581.89
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,June,Basis,214436161.48
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,June,Loss,14244770.96
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,July,NumberOfTransactions,1467.2679082
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,July,SalesPrice,23176584.27
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,July,Basis,25393193.994
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,July,Gain,2595857.0136
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,July,NumberOfTransactions,2360.5761893
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,July,SalesPrice,23378863.247
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,July,Basis,27112323.074
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,July,Loss,3796952.252
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,August,NumberOfTransactions,1039.0070971
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,August,SalesPrice,12865744.756
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,August,Basis,13152555.079
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,August,Gain,1486419.0308
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,August,NumberOfTransactions,1651.6712192
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,August,SalesPrice,15983823.772
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,August,Basis,18731270.537
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,August,Loss,2742458.974
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,September,NumberOfTransactions,1446.7688674
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,September,SalesPrice,20606449.688
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,September,Basis,18622900.829
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,September,Gain,3370719.3974
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,September,NumberOfTransactions,2958.2444574
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,September,SalesPrice,30661052.884
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,September,Basis,36438343.702
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,September,Loss,5740856.465
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,October,NumberOfTransactions,1916.1434772
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,October,SalesPrice,24051028.904
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,October,Basis,20529728.439
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,October,Gain,4081587.1346
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,October,NumberOfTransactions,4992.9679894
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,October,SalesPrice,39521569.46
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,October,Basis,51770069.291
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,October,Loss,12221000.78
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,November,NumberOfTransactions,1467.2498177
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,November,SalesPrice,23416998.82
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,November,Basis,21582550.424
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,November,Gain,2106042.7595
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,November,NumberOfTransactions,3450.6824091
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,November,SalesPrice,29239272.063
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,November,Basis,38475440.922
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,November,Loss,9264265.123
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,December,NumberOfTransactions,1841.6239322
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,December,SalesPrice,88821493.605
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,December,Basis,84499489.866
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,December,Gain,4813577.4384
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,December,NumberOfTransactions,4523.4557074
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,December,SalesPrice,92764747.603
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,December,Basis,114182818.3
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,December,Loss,20612062.87
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,Not determinate,NumberOfTransactions,3124.2870666
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,Not determinate,SalesPrice,285219105.15
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,Not determinate,Basis,252171593.14
SOIIndividual,Table3E,2008,ShortTerm,GainTransaction,Other,Not determinate,Gain,56708903.82
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,Not determinate,NumberOfTransactions,11624.763853
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,Not determinate,SalesPrice,384366904.19
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,Not determinate,Basis,430736881.02
SOIIndividual,Table3E,2008,ShortTerm,LossTransaction,Other,Not determinate,Loss,106291393.5
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,AllReturns,NumberOfTransactions,33427.400964600005
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,AllReturns,SalesPrice,380774842.51900005
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,AllReturns,Basis,267281121.61580002
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,AllReturns,Gain,359208267.2056
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,AllReturns,NumberOfTransactions,34774.993284
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,AllReturns,SalesPrice,368377576.3535
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,AllReturns,Basis,481135015.571
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,AllReturns,Loss,151177329.387
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,January,NumberOfTransactions,2302.2281921
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,January,SalesPrice,38939931.48
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,January,Basis,24464911.685
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,January,Gain,11435498.54
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,January,NumberOfTransactions,1767.9890313
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,January,SalesPrice,13837602.247
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,January,Basis,16333651.42
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,January,Loss,2965464.19
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,February,NumberOfTransactions,1241.640438
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,February,SalesPrice,15392935.831
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,February,Basis,11814252.153
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,February,Gain,3123152.211
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,February,NumberOfTransactions,1006.7014151
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,February,SalesPrice,10462299.784
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,February,Basis,12003527.128
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,February,Loss,1535195.128
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,March,NumberOfTransactions,1397.4631205
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,March,SalesPrice,20900863.932
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,March,Basis,13213197.084
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,March,Gain,6866789.2234
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,March,NumberOfTransactions,1473.9191987
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,March,SalesPrice,15224668.318
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,March,Basis,17656147.714
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,March,Loss,2436271.332
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,April,NumberOfTransactions,2118.6336226
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,April,SalesPrice,21318489.478
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,April,Basis,14759988.289
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,April,Gain,6142911.4081
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,April,NumberOfTransactions,1782.5889397
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,April,SalesPrice,12984998.295
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,April,Basis,14909537.958
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,April,Loss,1906496.205
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,May,NumberOfTransactions,1741.8002629
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,May,SalesPrice,21588495.438
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,May,Basis,14489837.187
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,May,Gain,6916218.1206
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,May,NumberOfTransactions,1363.0818722
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,May,SalesPrice,9708986.3885
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,May,Basis,11081215.409
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,May,Loss,1341882.526
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,June,NumberOfTransactions,1844.6551077
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,June,SalesPrice,53533130.498
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,June,Basis,41183910.779
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,June,Gain,12207913.523
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,June,NumberOfTransactions,1945.5416109
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,June,SalesPrice,43032264.077
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,June,Basis,51951287.205
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,June,Loss,8940517.647
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,July,NumberOfTransactions,1585.2658575
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,July,SalesPrice,21824617.832
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,July,Basis,14603123.602
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,July,Gain,6686851.1132
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,July,NumberOfTransactions,2045.2035972
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,July,SalesPrice,17391539.273
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,July,Basis,21014771.687
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,July,Loss,3669226.201
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,August,NumberOfTransactions,1180.3325684
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,August,SalesPrice,14109495.088
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,August,Basis,9554753.6875
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,August,Gain,4171268.5007
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,August,NumberOfTransactions,1559.4305029
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,August,SalesPrice,11625168.323
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,August,Basis,13782754.665
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,August,Loss,2095885.779
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,September,NumberOfTransactions,1191.7293677
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,September,SalesPrice,18769265.555
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,September,Basis,12575197.971
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,September,Gain,5876037.686
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,September,NumberOfTransactions,2522.4642852
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,September,SalesPrice,24425932.219
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,September,Basis,30546307.735
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,September,Loss,6125541.989
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,October,NumberOfTransactions,1151.4586111
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,October,SalesPrice,19458782.857
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,October,Basis,13912800.138
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,October,Gain,5465617.9211
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,October,NumberOfTransactions,5623.568438
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,October,SalesPrice,43713982.638
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,October,Basis,59987835.506
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,October,Loss,16271153.54
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,November,NumberOfTransactions,701.4280532
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,November,SalesPrice,12715322.564
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,November,Basis,9072853.5523
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,November,Gain,3442018.8535
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,November,NumberOfTransactions,3921.131989
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,November,SalesPrice,28351652.501
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,November,Basis,42701648.568
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,November,Loss,14345568.85
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,December,NumberOfTransactions,1108.9729189
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,December,SalesPrice,30100699.399
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,December,Basis,19192029.815
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,December,Gain,11357689.795
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,December,NumberOfTransactions,6974.7832667
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,December,SalesPrice,64818453.097
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,December,Basis,97809840.904
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,December,Loss,32669565.82
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,Not determinate,NumberOfTransactions,15861.792844
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,Not determinate,SalesPrice,92122812.567
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,Not determinate,Basis,68444265.673
SOIIndividual,Table3E,2008,LongTerm,GainTransaction,Other,Not determinate,Gain,275516300.31
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,Not determinate,NumberOfTransactions,2788.5891371
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,Not determinate,SalesPrice,72800029.193
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,Not determinate,Basis,91356489.672
SOIIndividual,Table3E,2008,LongTerm,LossTransaction,Other,Not determinate,Loss,56874560.18
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,AllReturns,NumberOfTransactions,91116.25913479998
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,AllReturns,SalesPrice,1689440894.6869998
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,AllReturns,Basis,1644661850.108
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,AllReturns,Gain,172890332.0898
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,AllReturns,NumberOfTransactions,63030.44658539999
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,AllReturns,SalesPrice,1313996924.9039998
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,AllReturns,Basis,1448548309.9629998
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,AllReturns,Loss,157318686.17400002
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,January,NumberOfTransactions,4496.4764221
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,January,SalesPrice,73128983.964
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,January,Basis,69829089.817
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,January,Gain,4502884.0046
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,January,NumberOfTransactions,6541.8508752
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,January,SalesPrice,43342411.62
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,January,Basis,53138379.095
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,January,Loss,9674621.915
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,February,NumberOfTransactions,4000.8119652
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,February,SalesPrice,54024605.131
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,February,Basis,51679828.001
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,February,Gain,3215293.6099
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,February,NumberOfTransactions,7536.8601071
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,February,SalesPrice,41397801.091
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,February,Basis,52294598.018
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,February,Loss,10903294.89
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,March,NumberOfTransactions,5450.9684957
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,March,SalesPrice,73636249.819
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,March,Basis,69476914.189
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,March,Gain,4881797.3539
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,March,NumberOfTransactions,8735.9202123
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,March,SalesPrice,45051405.239
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,March,Basis,58305990.532
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,March,Loss,13372556.77
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,April,NumberOfTransactions,6339.1020735
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,April,SalesPrice,90363684.461
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,April,Basis,85068714.855
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,April,Gain,6616070.8761
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,April,NumberOfTransactions,5071.3917597
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,April,SalesPrice,37579876.499
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,April,Basis,44159034.315
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,April,Loss,6647388.56
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,May,NumberOfTransactions,7041.3633521
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,May,SalesPrice,85869315.078
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,May,Basis,97045034.688
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,May,Gain,6974160.3064
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,May,NumberOfTransactions,4561.7631862
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,May,SalesPrice,70198239.809
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,May,Basis,75457755.422
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,May,Loss,5262114.544
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,June,NumberOfTransactions,6622.0029364
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,June,SalesPrice,203014798.0
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,June,Basis,212821191.27
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,June,Gain,9735994.4791
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,June,NumberOfTransactions,4090.0248127
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,June,SalesPrice,130021818.32
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,June,Basis,139442436.84
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,June,Loss,9410125.001
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,July,NumberOfTransactions,6390.3057912
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,July,SalesPrice,72026876.053
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,July,Basis,85909154.226
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,July,Gain,5780172.8218
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,July,NumberOfTransactions,3861.6471143
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,July,SalesPrice,27594127.044
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,July,Basis,32131952.546
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,July,Loss,4752066.202
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,August,NumberOfTransactions,7450.85409
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,August,SalesPrice,80922848.913
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,August,Basis,86878424.826
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,August,Gain,7188466.9473
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,August,NumberOfTransactions,3013.9575806
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,August,SalesPrice,28497877.246
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,August,Basis,31873362.31
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,August,Loss,3445498.854
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,September,NumberOfTransactions,6932.3251788
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,September,SalesPrice,107621007.94
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,September,Basis,99153400.96
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,September,Gain,6914425.3935
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,September,NumberOfTransactions,2608.876927
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,September,SalesPrice,31094117.968
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,September,Basis,34412505.568
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,September,Loss,3350240.97
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,October,NumberOfTransactions,7558.8606552
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,October,SalesPrice,94923838.56
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,October,Basis,97214598.784
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,October,Gain,7349302.3821
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,October,NumberOfTransactions,3023.3695323
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,October,SalesPrice,33228978.644
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,October,Basis,36808324.407
SOIIndividual,Table3A,2009,ShortTerm,LossTransaction,AllAsset,October,Loss,3659904.235
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,November,NumberOfTransactions,6245.6193063
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,November,SalesPrice,62722712.168
SOIIndividual,Table3A,2009,ShortTerm,GainTransaction,AllAsset,November,Basis,59698810.432
