Data,TableID,Year,TransactionType,AssetType,Series,Value
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,InvoluntaryConversions,Number,50.319570000000006
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,InvoluntaryConversions,Sales,764765.33842
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,InvoluntaryConversions,Basis,627689.91788
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,InvoluntaryConversions,NetGain,137074.11530000003
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,InvoluntaryConversions,Number,17.326130000000003
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,InvoluntaryConversions,Sales,155040.48159
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,InvoluntaryConversions,Basis,17549.981989999997
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,InvoluntaryConversions,Gain,137489.19530000002
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,ResidentialRentalProperty,Number,1267.4814199999998
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,ResidentialRentalProperty,Sales,74153367.01432
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,ResidentialRentalProperty,Basis,59249736.28942001
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,ResidentialRentalProperty,NetGain,14297917.584830001
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,ResidentialRentalProperty,Number,963.2973499999999
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,ResidentialRentalProperty,Sales,47504113.25579
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,ResidentialRentalProperty,Basis,29842938.78381
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,ResidentialRentalProperty,Gain,17068629.69483
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,DepreciableBusinessPersonalProperty,Number,1129.99062
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,DepreciableBusinessPersonalProperty,Sales,7415671.418029999
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,DepreciableBusinessPersonalProperty,Basis,6053309.20463
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,DepreciableBusinessPersonalProperty,NetGain,846682.7419800002
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,DepreciableBusinessPersonalProperty,Number,298.67368
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,DepreciableBusinessPersonalProperty,Sales,2720586.28939
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,DepreciableBusinessPersonalProperty,Basis,946573.2190800001
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,DepreciableBusinessPersonalProperty,Gain,1260473.43198
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,DepreciableBusinessRealProperty,Number,640.6952
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,DepreciableBusinessRealProperty,Sales,40961123.57126
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,DepreciableBusinessRealProperty,Basis,29677565.68748
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,DepreciableBusinessRealProperty,NetGain,10335588.99319
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,DepreciableBusinessRealProperty,Number,504.28697
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,DepreciableBusinessRealProperty,Sales,28344164.82607
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,DepreciableBusinessRealProperty,Basis,15704335.323
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,DepreciableBusinessRealProperty,Gain,11791592.96319
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,Farmland,Number,129.52381
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,Farmland,Sales,7188636.98552
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,Farmland,Basis,4347881.97853
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,Farmland,NetGain,2618452.81072
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,Farmland,Number,116.12314
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,Farmland,Sales,4979457.80794
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,Farmland,Basis,1977155.76177
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,Farmland,Gain,2780036.94072
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,OtherLand,Number,998.87853
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,OtherLand,Sales,33710864.491450004
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,OtherLand,Basis,23196693.59066
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,OtherLand,NetGain,10070404.50482
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,OtherLand,Number,772.70006
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,OtherLand,Sales,23559178.08604
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,OtherLand,Basis,11774278.86865
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,OtherLand,Gain,11340605.61482
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,Residences,Number,193.34841
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,Residences,Sales,10699451.90217
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,Residences,Basis,5594295.290100001
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,Residences,NetGain,5105703.05713
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,Residences,Number,169.67044
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,Residences,Sales,7600898.49395
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,Residences,Basis,2412055.48217
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,Residences,Gain,5189387.38713
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,OtherAssets,Number,1704.24943
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,OtherAssets,Sales,31098089.418860003
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,OtherAssets,Basis,25107878.22777
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,OtherAssets,NetGain,6095192.072239999
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,OtherAssets,Number,978.45254
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,OtherAssets,Sales,19129778.11963
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,OtherAssets,Basis,10061423.25793
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,OtherAssets,Gain,9307013.982239999
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,Unidentifiable,Number,622.05858
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,Unidentifiable,Sales,6047901.90226
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,Unidentifiable,Basis,4574528.16153
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,Unidentifiable,NetGain,1463624.15618
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,Unidentifiable,Number,301.8725
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,Unidentifiable,Sales,4426011.197050001
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,Unidentifiable,Basis,2427288.74831
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,Unidentifiable,Gain,2555809.07618
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,PassThroughGainsOrLosses,Number,3487.3965900000003
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,PassThroughGainsOrLosses,Sales,na
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,PassThroughGainsOrLosses,Basis,na
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,PassThroughGainsOrLosses,NetGain,85467627.8661
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,PassThroughGainsOrLosses,Number,2433.5183500000003
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,PassThroughGainsOrLosses,Sales,na
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,PassThroughGainsOrLosses,Basis,na
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,PassThroughGainsOrLosses,Gain,91051953.5073
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,CapitalGainDistributions,Number,14945.378939999999
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,CapitalGainDistributions,Sales,na
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,CapitalGainDistributions,Basis,na
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,AllTransactions,CapitalGainDistributions,NetGain,44928239.3432
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,CapitalGainDistributions,Number,14945.378939999999
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,CapitalGainDistributions,Sales,na
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,CapitalGainDistributions,Basis,na
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,GainTransactions,CapitalGainDistributions,Gain,44928239.3432
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,Total,Number,13558.592929999999
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,Total,Sales,139963205.87796
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,Total,Basis,180685739.26665
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,Total,Loss,-47313883.45
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,TransactionsWithNoGainOrLoss,Total,Number,5696.96895
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,TransactionsWithNoGainOrLoss,Total,Sales,117365445.58267
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,CorporateStock,Number,6586.9809000000005
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,CorporateStock,Sales,46116625.89406
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,CorporateStock,Basis,68296792.80431
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,CorporateStock,Loss,-22228764.48
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,TransactionsWithNoGainOrLoss,CorporateStock,Number,1003.11143
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,TransactionsWithNoGainOrLoss,CorporateStock,Sales,20087886.084060002
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,USGovernmentObligations,Number,625.87978
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,USGovernmentObligations,Sales,9407676.34473
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,USGovernmentObligations,Basis,9652526.34618
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,USGovernmentObligations,Loss,-244877.47
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,TransactionsWithNoGainOrLoss,USGovernmentObligations,Number,409.52587
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,TransactionsWithNoGainOrLoss,USGovernmentObligations,Sales,12761390.14258
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,StateAndLocalGovernmentObligations,Number,679.11771
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,StateAndLocalGovernmentObligations,Sales,14990111.814690001
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,StateAndLocalGovernmentObligations,Basis,15678936.63431
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,StateAndLocalGovernmentObligations,Loss,-689849.04
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,TransactionsWithNoGainOrLoss,StateAndLocalGovernmentObligations,Number,922.65932
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,TransactionsWithNoGainOrLoss,StateAndLocalGovernmentObligations,Sales,23110059.761740003
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,OtherBondsNotesAndDebentures,Number,135.66817
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,OtherBondsNotesAndDebentures,Sales,2157167.44504
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,OtherBondsNotesAndDebentures,Basis,2609044.43501
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,OtherBondsNotesAndDebentures,Loss,-452082.14
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,TransactionsWithNoGainOrLoss,OtherBondsNotesAndDebentures,Number,229.40557
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,TransactionsWithNoGainOrLoss,OtherBondsNotesAndDebentures,Sales,2900171.85934
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,PutAndCallOptions,Number,70.38957
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,PutAndCallOptions,Sales,505722.4427
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,PutAndCallOptions,Basis,818037.55515
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,PutAndCallOptions,Loss,-312556.7
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,TransactionsWithNoGainOrLoss,PutAndCallOptions,Number,9.50259
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,TransactionsWithNoGainOrLoss,PutAndCallOptions,Sales,335723.20303
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,FuturesContracts,Number,25.13229
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,FuturesContracts,Sales,-1314373.26684
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,FuturesContracts,Basis,-977457.66495
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,FuturesContracts,Loss,-349510.84
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,TransactionsWithNoGainOrLoss,FuturesContracts,Number,1.0
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,TransactionsWithNoGainOrLoss,FuturesContracts,Sales,13138.0
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,MutualFundsExceptTaxExemptBondFunds,Number,2211.88349
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,MutualFundsExceptTaxExemptBondFunds,Sales,19601514.31436
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,MutualFundsExceptTaxExemptBondFunds,Basis,22165955.896759998
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,MutualFundsExceptTaxExemptBondFunds,Loss,-2561978.99
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,TransactionsWithNoGainOrLoss,MutualFundsExceptTaxExemptBondFunds,Number,577.50522
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,TransactionsWithNoGainOrLoss,MutualFundsExceptTaxExemptBondFunds,Sales,4558674.48684
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,TaxExemptBondMutualFunds,Number,676.96005
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,TaxExemptBondMutualFunds,Sales,12201307.98146
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,TaxExemptBondMutualFunds,Basis,12786179.05351
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,TaxExemptBondMutualFunds,Loss,-586859.22
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,TransactionsWithNoGainOrLoss,TaxExemptBondMutualFunds,Number,765.8523399999999
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,TransactionsWithNoGainOrLoss,TaxExemptBondMutualFunds,Sales,4554970.635729999
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,PartnershipSCorporationAndEstateOrTrustInterests,Number,233.49232999999998
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,PartnershipSCorporationAndEstateOrTrustInterests,Sales,4970575.05569
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,PartnershipSCorporationAndEstateOrTrustInterests,Basis,8534129.90865
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,PartnershipSCorporationAndEstateOrTrustInterests,Loss,-3693239.5488
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,TransactionsWithNoGainOrLoss,PartnershipSCorporationAndEstateOrTrustInterests,Number,65.4447
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,TransactionsWithNoGainOrLoss,PartnershipSCorporationAndEstateOrTrustInterests,Sales,5666678.76264
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,Livestock,Number,114.47914
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,Livestock,Sales,216873.38606999998
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,Livestock,Basis,364194.36006
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,Livestock,Loss,-147376.62
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,TransactionsWithNoGainOrLoss,Livestock,Number,240.18196
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,TransactionsWithNoGainOrLoss,Livestock,Sales,681749.35315
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,Timber,Number,1.0
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,Timber,Sales,5223.0
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,Timber,Basis,7283.0
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,Timber,Loss,2065.0
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,TransactionsWithNoGainOrLoss,Timber,Number,2.6528
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,TransactionsWithNoGainOrLoss,Timber,Sales,179141.844
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,InvoluntaryConversions,Number,23.820310000000003
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,InvoluntaryConversions,Sales,168.2338
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,InvoluntaryConversions,Basis,583.31286
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,InvoluntaryConversions,Loss,-415.08
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,TransactionsWithNoGainOrLoss,InvoluntaryConversions,Number,9.173129999999999
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,TransactionsWithNoGainOrLoss,InvoluntaryConversions,Sales,609556.62303
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,ResidentialRentalProperty,Number,196.05732
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,ResidentialRentalProperty,Sales,14530587.90532
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,ResidentialRentalProperty,Basis,17288131.652400002
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,ResidentialRentalProperty,Loss,-2770712.11
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,TransactionsWithNoGainOrLoss,ResidentialRentalProperty,Number,108.12675
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,TransactionsWithNoGainOrLoss,ResidentialRentalProperty,Sales,12118665.853209998
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,DepreciableBusinessPersonalProperty,Number,232.97143
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,DepreciableBusinessPersonalProperty,Sales,750669.5321699999
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,DepreciableBusinessPersonalProperty,Basis,1162320.3890799999
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,DepreciableBusinessPersonalProperty,Loss,-413790.69
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,TransactionsWithNoGainOrLoss,DepreciableBusinessPersonalProperty,Number,598.34551
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,TransactionsWithNoGainOrLoss,DepreciableBusinessPersonalProperty,Sales,3944415.5964699998
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,DepreciableBusinessRealProperty,Number,68.64792
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,DepreciableBusinessRealProperty,Sales,5510503.29971
SOIIndividual,Table5CIndividualIncomeTaxReturnsLongtermCapitalGainsAndLosses,1997,LossTransactions,DepreciableBusinessRealProperty,Basis,6866774.919
